tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. Projetada, 420","Rua Projetada, 420",1,abreviação expandida
endereco,logradouro,"R. Projetada, 42","Rua Projetada, 42",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4199","Rua Projetada, 4199",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4194","Rua Projetada, 4194",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4190","Rua Projetada, 4190",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4189","Rua Projetada, 4189",1,abreviação expandida
endereco,logradouro,"R. Projetada, 418","Rua Projetada, 418",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4272","Rua Projetada, 4272",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4271","Rua Projetada, 4271",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4267","Rua Projetada, 4267",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4263","Rua Projetada, 4263",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4260","Rua Projetada, 4260",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4248","Rua Projetada, 4248",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4247","Rua Projetada, 4247",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4243","Rua Projetada, 4243",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4242","Rua Projetada, 4242",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4241","Rua Projetada, 4241",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4236","Rua Projetada, 4236",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4235","Rua Projetada, 4235",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4234","Rua Projetada, 4234",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4230","Rua Projetada, 4230",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4227","Rua Projetada, 4227",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4226","Rua Projetada, 4226",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3149","Rua Brasil, 3149",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3147","Rua Brasil, 3147",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3145","Rua Brasil, 3145",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3144","Rua Brasil, 3144",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3139","Rua Brasil, 3139",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3135","Rua Brasil, 3135",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3130","Rua Brasil, 3130",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3127","Rua Brasil, 3127",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3125","Rua Brasil, 3125",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3123","Rua Brasil, 3123",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3122","Rua Brasil, 3122",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4283","Rua Projetada, 4283",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4282","Rua Projetada, 4282",1,abreviação expandida
endereco,logradouro,"R. Projetada, 428","Rua Projetada, 428",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4279","Rua Projetada, 4279",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4275","Rua Projetada, 4275",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4321","Rua Projetada, 4321",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4319","Rua Projetada, 4319",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4310","Rua Projetada, 4310",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4308","Rua Projetada, 4308",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4307","Rua Projetada, 4307",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4306","Rua Projetada, 4306",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4300","Rua Projetada, 4300",1,abreviação expandida
endereco,logradouro,"R. Projetada, 430","Rua Projetada, 430",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4295","Rua Projetada, 4295",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4294","Rua Projetada, 4294",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4293","Rua Projetada, 4293",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4290","Rua Projetada, 4290",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3162","Rua Brasil, 3162",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3160","Rua Brasil, 3160",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3152","Rua Brasil, 3152",1,abreviação expandida
endereco,logradouro,"R. Brasil, 315","Rua Brasil, 315",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4375","Rua Projetada, 4375",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4371","Rua Projetada, 4371",1,abreviação expandida
endereco,logradouro,"R. Projetada, 437","Rua Projetada, 437",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4361","Rua Projetada, 4361",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4360","Rua Projetada, 4360",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4357","Rua Projetada, 4357",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4350","Rua Projetada, 4350",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4349","Rua Projetada, 4349",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4348","Rua Projetada, 4348",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4341","Rua Projetada, 4341",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4332","Rua Projetada, 4332",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4331","Rua Projetada, 4331",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4328","Rua Projetada, 4328",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4326","Rua Projetada, 4326",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4325","Rua Projetada, 4325",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4324","Rua Projetada, 4324",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4420","Rua Projetada, 4420",1,abreviação expandida
endereco,logradouro,"R. Projetada, 442","Rua Projetada, 442",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4406","Rua Projetada, 4406",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4405","Rua Projetada, 4405",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4404","Rua Projetada, 4404",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4401","Rua Projetada, 4401",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4400","Rua Projetada, 4400",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4396","Rua Projetada, 4396",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4395","Rua Projetada, 4395",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4390","Rua Projetada, 4390",1,abreviação expandida
endereco,logradouro,"R. Projetada, 439","Rua Projetada, 439",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4386","Rua Projetada, 4386",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4385","Rua Projetada, 4385",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4383","Rua Projetada, 4383",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4382","Rua Projetada, 4382",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4380","Rua Projetada, 4380",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3109","Rua Brasil, 3109",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3103","Rua Brasil, 3103",1,abreviação expandida
endereco,logradouro,"R. Brasil, 31","Rua Brasil, 31",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3090","Rua Brasil, 3090",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3085","Rua Brasil, 3085",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3083","Rua Brasil, 3083",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3081","Rua Brasil, 3081",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3080","Rua Brasil, 3080",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4452","Rua Projetada, 4452",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4447","Rua Projetada, 4447",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4444","Rua Projetada, 4444",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4443","Rua Projetada, 4443",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4440","Rua Projetada, 4440",1,abreviação expandida
endereco,logradouro,"R. Projetada, 444","Rua Projetada, 444",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4431","Rua Projetada, 4431",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4428","Rua Projetada, 4428",1,abreviação expandida
endereco,logradouro,"R. Projetada, 45","Rua Projetada, 45",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4495","Rua Projetada, 4495",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4494","Rua Projetada, 4494",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4492","Rua Projetada, 4492",1,abreviação expandida
endereco,logradouro,"R. Projetada, 449","Rua Projetada, 449",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4485","Rua Projetada, 4485",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4484","Rua Projetada, 4484",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4482","Rua Projetada, 4482",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4471","Rua Projetada, 4471",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4467","Rua Projetada, 4467",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4459","Rua Projetada, 4459",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4457","Rua Projetada, 4457",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4453","Rua Projetada, 4453",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3116","Rua Brasil, 3116",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3111","Rua Brasil, 3111",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3110","Rua Brasil, 3110",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4581","Rua Projetada, 4581",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4580","Rua Projetada, 4580",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4578","Rua Projetada, 4578",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4569","Rua Projetada, 4569",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4568","Rua Projetada, 4568",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4563","Rua Projetada, 4563",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4555","Rua Projetada, 4555",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4553","Rua Projetada, 4553",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4543","Rua Projetada, 4543",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4525","Rua Projetada, 4525",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4523","Rua Projetada, 4523",1,abreviação expandida
endereco,logradouro,"R. Projetada, 452","Rua Projetada, 452",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4517","Rua Projetada, 4517",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4515","Rua Projetada, 4515",1,abreviação expandida
endereco,logradouro,"R. Projetada, 451","Rua Projetada, 451",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4505","Rua Projetada, 4505",1,abreviação expandida
endereco,logradouro,"R. Projetada, 463","Rua Projetada, 463",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4627","Rua Projetada, 4627",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4622","Rua Projetada, 4622",1,abreviação expandida
endereco,logradouro,"R. Projetada, 462","Rua Projetada, 462",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4618","Rua Projetada, 4618",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4616","Rua Projetada, 4616",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4613","Rua Projetada, 4613",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4610","Rua Projetada, 4610",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4607","Rua Projetada, 4607",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4602","Rua Projetada, 4602",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4601","Rua Projetada, 4601",1,abreviação expandida
endereco,logradouro,"R. Projetada, 460","Rua Projetada, 460",1,abreviação expandida
endereco,logradouro,"R. Projetada, 46","Rua Projetada, 46",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4597","Rua Projetada, 4597",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4588","Rua Projetada, 4588",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4582","Rua Projetada, 4582",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3065","Rua Brasil, 3065",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3061","Rua Brasil, 3061",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3060","Rua Brasil, 3060",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3059","Rua Brasil, 3059",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3054","Rua Brasil, 3054",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3051","Rua Brasil, 3051",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3048","Rua Brasil, 3048",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3046","Rua Brasil, 3046",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3044","Rua Brasil, 3044",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3034","Rua Brasil, 3034",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3033","Rua Brasil, 3033",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3032","Rua Brasil, 3032",1,abreviação expandida
endereco,logradouro,"R. Projetada, 464","Rua Projetada, 464",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4638","Rua Projetada, 4638",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4633","Rua Projetada, 4633",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4632","Rua Projetada, 4632",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4690","Rua Projetada, 4690",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4688","Rua Projetada, 4688",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4686","Rua Projetada, 4686",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4679","Rua Projetada, 4679",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4669","Rua Projetada, 4669",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4668","Rua Projetada, 4668",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4665","Rua Projetada, 4665",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4663","Rua Projetada, 4663",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4659","Rua Projetada, 4659",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4658","Rua Projetada, 4658",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4655","Rua Projetada, 4655",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4646","Rua Projetada, 4646",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4641","Rua Projetada, 4641",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3079","Rua Brasil, 3079",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3073","Rua Brasil, 3073",1,abreviação expandida
endereco,logradouro,"R. Brasil, 3071","Rua Brasil, 3071",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4738","Rua Projetada, 4738",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4733","Rua Projetada, 4733",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4730","Rua Projetada, 4730",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4729","Rua Projetada, 4729",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4721","Rua Projetada, 4721",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4720","Rua Projetada, 4720",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4718","Rua Projetada, 4718",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4715","Rua Projetada, 4715",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4713","Rua Projetada, 4713",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4711","Rua Projetada, 4711",1,abreviação expandida
endereco,logradouro,"R. Projetada, 4710","Rua Projetada, 4710",1,abreviação expandida
